feature,importance
solvent_formula_C4H9OH,4.988675496555027e-06
solvent_smiles_CC(C)O,4.4544288737314884e-06
polymer_smiles_*CC(OCC)*,4.3076682008794465e-06
polymer_name_poly(2-dimethyl aminoethyl methacrylate),3.815172311771637e-06
polymer_name_poly(ethyl vinyl ether),3.8067586776013553e-06
solvent_formula_C2H5OH,3.7263901261658317e-06
polymer_name_poly(ethylene furanoate),3.670667951447822e-06
solvent_formula_O2,3.664258996400746e-06
polymer_smiles_*C1[C@@H]2CC([Si](OCC)(OCC)OCC)[C@@H](C2)C1*,3.3465217153952783e-06
solvent_formula_C2H6,3.331771217908687e-06
polymer_smiles_*OC(=O)c1ccc(cc1)C(=O)OCC*,3.3169807908869254e-06
solvent_name_n-butane,3.227863330041755e-06
solvent_formula_C6H5CH3,3.215234750940314e-06
solvent_smiles_CC(C)(C)O,3.134859170029303e-06
solvent_smiles_COP(C)(=O)OC,3.0983994647684825e-06
solvent_smiles_CCC(C)=O,3.0462160969406382e-06
polymer_smiles_*CC(C)(C(=O)OCCN(C)C)*,3.040831852837562e-06
solvent_smiles_CCO,2.8478213535560855e-06
solvent_smiles_O=O,2.727778860335573e-06
solvent_formula_CH3OH,2.644694323009909e-06
solvent_formula_C3H7OH,2.600105391576627e-06
solvent_formula_Cl2,2.528284161614243e-06
polymer_name_poly(p-vinylbenzyltrimethyl ammonium tetrafluoroborate),2.3873764511005572e-06
solvent_name_ethanol,2.30797118749076e-06
polymer_smiles_*CCOC(=O)c1ccc(o1)C(=O)O*,2.302536330484073e-06
solvent_formula_PO(CH3)(OCH3)2,2.163393670385216e-06
solvent_formula_H2,2.1538678503257404e-06
solvent_name_chlorine,2.130376116698313e-06
solvent_name_nitrogen,1.8780483048921742e-06
polymer_name_poly(p-methoxystyrene),1.8742133287281115e-06
solvent_name_dimethyl methyl phosphonate,1.77637296366042e-06
polymer_smiles_*CC(c1ccc(cc1)OC)*,1.612699442878838e-06
polymer_name_poly(methyl methacrylate),1.4228798761425711e-06
solvent_smiles_Cc1cccc(C)c1,1.3401798880124834e-06
solvent_formula_C6H4(CH3)2,1.1761879634576952e-06
polymer_name_poly(ethylene terephthalate),1.091165455063042e-06
solvent_smiles_ClCl,1.0715606407217995e-06
solvent_name_m-xylene,1.0419022565696405e-06
polymer_name_poly(iso-propyl glycidil ether),1.0322372885402442e-06
solvent_formula_C6H6,1.0032506401496416e-06
polymer_smiles_*CC(COCC)O*,9.869986744814301e-07
polymer_smiles_*C(C)(C(=O)OC)C*,9.613370623800537e-07
solvent_formula_C2H4,7.835353380522984e-07
polymer_name_polyisoprene,7.768470421317301e-07
polymer_smiles_*C1[C@@H]2CC([Si](C)(C)C)[C@@H](C2)C1*,7.201660327153479e-07
polymer_name_poly(vinyl methyl ether),6.859144838682387e-07
solvent_smiles_C=C,6.539229068643099e-07
solvent_name_ethene,6.459789269248409e-07
solvent_formula_C5H12,6.16924727560494e-07
solvent_formula_N2O,6.098723322150849e-07
polymer_name_poly(trimethyl silyl norbornene),5.991519694840177e-07
polymer_smiles_*CC(OC)*,5.3617681142572e-07
solvent_name_dinitrogen monoxide,5.336339077220304e-07
solvent_name_benzene,5.207884888175013e-07
solvent_smiles_c1ccccc1,5.045857566153888e-07
polymer_name_poly(2-vinylpyridine),4.804229792231537e-07
"polymer_name_poly(3,3-bis(trimethylsilyl)tricyclononene-7)",4.722329823196929e-07
polymer_name_poly(ethyl glycidyl ether),4.462643830393388e-07
solvent_smiles_[Ar],4.4171197937105775e-07
solvent_smiles_CCCCC,4.061386718689555e-07
solvent_smiles_[H][H],3.9693009430476083e-07
solvent_name_n-pentane,3.838552368273712e-07
solvent_smiles_ClC(Cl)Cl,3.81250220249549e-07
solvent_name_chloroform,3.498752051092945e-07
solvent_formula_CHCl3,3.4020220614122305e-07
polymer_smiles_*CC=C(C)C*,3.0695372141080847e-07
solvent_smiles_N#[N+][O-],2.956781832092464e-07
solvent_formula_Ar,2.850134228065566e-07
polymer_smiles_*CC(c1ccccn1)*,2.5106134466405036e-07
solvent_name_propylacetate,2.3303817006888237e-07
solvent_name_acetone,2.1371920043590017e-07
solvent_formula_CH3COCH3,1.860340604093016e-07
polymer_name_poly(5-trimethoxysilyl-2-norbornene),1.6009646225439474e-07
polymer_smiles_*C1C2C3C([Si](C)(C)C)([Si](C)(C)C)CC3C(C2)C1*,1.215968642787317e-07
solvent_formula_SO2,1.0967686243280649e-07
polymer_smiles_*C1[C@@H]2CC([Si](OC)(OC)OC)[C@@H](C2)C1*,1.0312942538785567e-07
solvent_name_toluene,9.59238591623854e-08
solvent_name_sulphur dioxide,9.359414826553934e-08
solvent_formula_CH3COOCH3,9.201039103521625e-08
solvent_formula_CH3COOC3H7,8.615394797989827e-08
solvent_name_methylacetate,8.529010183300893e-08
solvent_smiles_CC(C)=O,8.205858370575091e-08
solvent_smiles_CCCOC(C)=O,7.729711587592735e-08
solvent_smiles_O=S=O,7.123661608139039e-08
solvent_formula_SF6,6.86142104585917e-08
solvent_name_n-hexane,5.0584806313274775e-08
solvent_smiles_CCCCCC,4.536244768336634e-08
solvent_smiles_COC(C)=O,3.186380075517759e-08
solvent_formula_CH2Cl2,2.3108772366184293e-08
solvent_formula_C6H14,1.9835578180787937e-08
